Auto Shots Made Amp,Auto Shots Made Speaker,Auto Starting Position,Broke Down,Buddy Climb,Climbed,Comments,Event ID,Initials,Initials Fixed,Match Number,Pickup From Center Line,Shots Made Trap,Table Name,Taxi Off Starting Zone,Teleop Shots Made Amp,Teleop Shots Made Speaker,Total Telop Notes,Auto Amp Points,Auto Speaker Points,Lobbing,Match Team Number,Teleop Speaker Points,Total Auto Points,Total Points,Total Teleop Points
0,0,,0,0,0,Possible shooter\amp feeder broken,2024mrcmp,CJ,CJ,22,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,4,1,5,0,0,0,9015,2,2,8,6
0,3,,0,0,0,,2024mrcmp,TB,TB,23,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,4,6,0,15,0,56,8,17,27,10
0,3,,0,0,1,,2024mrcmp,SJ,SJ,23,0,1,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,4,1,5,0,15,0,3314,2,15,29,14
0,2,,0,1,1,"Was a little distracted this match May have scored a note or two I missed 
Went to centerline but did pick up I believe
Got note stuck in bot
Shot a note out of arena",2024mrcmp,Sb,SB,23,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,0,0,0,10,1,7045,0,12,15,3
0,1,,0,0,1,Inconsistent shot and spent a good thirty seconds trying to get a ring unstuck from their bot.,2024mrcmp,AV,AV,23,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,1,2,0,5,0,1218,2,7,13,6
0,1,,0,1,1,,2024mrcmp,AO,AO,23,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,6,6,0,5,0,1279,12,7,22,15
0,3,,0,0,1,,2024mrcmp, CJ,CJ,23,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,6,6,0,15,0,2720,12,17,32,15
0,0,,1,0,0,Got a ring stuck in their bot and played some pretty good defense until they deadbotted,2024mrcmp,AV,AV,24,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,0,1,0,0,0,1257,0,2,3,1
0,1,,0,0,1,,2024mrcmp,TB,TB,24,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,4,4,0,5,0,834,8,5,16,11
0,2,,0,0,1,,2024mrcmp,CJ,CJ,24,1,1,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,2,5,0,10,0,8513,4,12,27,15
0,2,,0,0,1,,2024mrcmp,SJ,SJ,24,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,4,6,0,10,0,1676,8,12,25,13
0,4,,1,0,0,Stoped moving very well after hitting 1676 and had to park early,2024mrcmp,Sb,SB,24,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,1,3,0,20,0,7414,2,22,26,4
0,0,,0,0,0,,2024mrcmp,AO,AO,24,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,3,3,0,0,0,1811,6,0,6,6
0,2,,0,0,0,,2024mrcmp,TB,TB,25,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,5,8,0,10,0,3637,10,12,25,13
0,1,,0,0,0,Lost count of speaker notes,2024mrcmp,VC,VC,25,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,5,5,0,5,0,4285,10,7,17,10
0,1,,0,0,0,,2024mrcmp,MI,MI,25,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,10,10,0,5,0,5181,20,7,27,20
0,3,,0,0,0,,2024mrcmp,AO,AO,25,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,3,5,0,15,0,5438,6,17,25,8
0,0,,0,0,0,"Intake took some notes in oddly and had to spit them out
May have missed a note or two",2024mrcmp,Sb,SB,25,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,3,3,0,0,0,484,6,2,8,6
0,1,,0,0,0,,2024mrcmp,ME,ME,26,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,0,1,0,5,0,2590,0,7,8,1
0,3,,0,0,0,,2024mrcmp,AO,AO,26,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,2,4,6,0,15,1,293,8,15,25,10
0,1,,0,0,1,,2024mrcmp,MI,MI,26,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,5,1,6,0,5,0,2722,2,7,17,10
0,1,,0,0,1,Took a while to intake at one point,2024mrcmp,Sb,SB,26,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,3,2,5,0,5,0,4361,4,5,15,10
0,3,,0,0,1,,2024mrcmp,VC,VC,26,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,2,2,0,15,1,321,4,17,24,7
0,0,,0,0,0,,2024mrcmp,TB,TB,26,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,2,2,0,0,0,9027,4,0,4,4
0,0,,0,0,0,,2024mrcmp,AO,AO,27,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,6,7,0,0,0,6921,12,2,15,13
0,1,,0,0,1,Just lobbed the whole time,2024mrcmp,LB,LB,27,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,0,0,0,5,1,714,0,7,10,3
0,4,,1,0,0,Had connection issues,2024mrcmp,VC,VC,27,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,4,4,0,20,0,5401,8,22,30,8
0,1,,0,0,0,,2024mrcmp,MI,MI,27,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,3,1,4,0,5,1,3142,2,5,10,5
0,1,,0,0,0,,2024mrcmp,MR,MR,27,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,1,3,0,5,1,365,2,7,11,4
0,3,,0,0,1,Intake broke and then the bot stated moving very slowly and very weird.,2024mrcmp,RA,RA,27,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,1,3,0,15,0,4342,2,17,24,7
0,0,,0,0,0,,2024mrcmp,AO,AO,28,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,0,1,102,0,0,0,0
0,1,,0,0,0,,2024mrcmp,TB,TB,28,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,6,6,0,5,0,427,12,5,17,12
0,1,,0,1,1,,2024mrcmp,VC,VC,28,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,4,4,0,5,1,75,8,7,18,11
0,2,,0,0,0,Did amazing at first but seemed to break something and became unable to score almost did a buddy climb but was to slow.,2024mrcmp,RA,RA,28,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,6,3,9,0,10,0,341,6,12,24,12
1,0,,0,1,1,,2024mrcmp,MI,MI,28,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,0,3,2,0,0,6226,0,4,10,6
0,1,,0,1,1,,2024mrcmp,ME,ME,28,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,3,3,0,5,0,555,6,7,16,9
1,1,,0,0,1,,2024mrcmp,AO,AO,29,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,4,4,2,5,0,222,8,9,20,11
0,1,,0,0,1,"Shooter broken, played defense",2024mrcmp,SG,SG,29,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,1,1,0,5,0,2495,2,7,12,5
0,2,,0,0,0,,2024mrcmp,MI,MI,29,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,5,2,7,0,10,0,5992,4,12,21,9
0,0,,0,0,0,Did better before the reset,2024mrcmp,WL,WL,29,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,4,4,0,0,1,1391,8,2,10,8
0,2,,1,0,1,,2024mrcmp,SJ,SJ,29,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,3,5,0,10,0,1403,6,12,23,11
0,1,,0,1,1,,2024mrcmp,TB,TB,29,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,4,7,0,5,0,316,8,7,21,14
0,1,,1,0,0,may need to redo match,2024mrcmp,AO,AO,30,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,3,6,0,5,0,5684,6,7,16,9
0,2,,0,0,0,,2024mrcmp,SG,SG,30,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,5,6,0,10,0,223,10,12,23,11
0,0,,0,0,1,,2024mrcmp,WL,WL,30,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,2,4,6,0,0,0,1089,8,0,13,13
0,1,,0,0,1,,2024mrcmp,MI,MI,30,0,1,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,4,6,0,5,0,272,8,7,25,18
0,2,,0,0,1,"Lobbed one note
May have scored one more in speaker and one less in amp",2024mrcmp,Sb,SB,30,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,5,4,9,0,10,1,5895,8,12,28,16
0,1,,1,0,0,They broke down at the very end otherwise they had pretty consistent capabilities.,2024mrcmp,RA,RA,30,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,3,3,0,5,1,4573,6,5,11,6
0,1,,0,0,0,Tried to grab from center line but failed. Struggled to intake off the floor.,2024mrcmp,RA,RA,31,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,3,5,0,5,0,56,6,7,15,8
0,0,,1,0,0,"Played defense did ok but nothing special
Stoped under opponents stage but got pushed out by 2720",2024mrcmp,Sb,SB,31,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,0,0,7110,0,0,0,0
0,0,,0,0,1,,2024mrcmp,SG,SG,31,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,2,5,0,0,0,8513,4,2,12,10
0,3,,0,0,0,,2024mrcmp,AO,AO,31,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,3,0,3,0,15,1,2720,0,15,18,3
0,1,,0,0,1,,2024mrcmp,WL,WL,31,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,4,4,0,5,0,1811,8,5,16,11
0,3,,0,0,0,,2024mrcmp,VC,VC,31,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,4,6,10,0,15,0,1923,12,17,33,16
0,0,,0,0,0,,2024mrcmp,,,32,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,0,0,3314,0,0,0,0
0,3,,0,0,1,Lobbed one note,2024mrcmp,Sb,SB,32,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,5,4,9,0,15,1,1640,8,17,33,16
0,5,,0,0,1,,2024mrcmp,VC,VC,32,1,1,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,6,6,0,25,0,2539,12,27,47,20
1,0,,0,0,0,,2024mrcmp,SG,SG,32,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,0,3,2,0,0,11,0,4,7,3
0,1,,0,0,0,Inconsistent speaker scoring. Tried to buddy climb but failed.,2024mrcmp,RA,RA,32,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,4,4,0,5,0,1279,8,7,15,8
0,2,,0,0,0,,2024mrcmp,AO,AO,32,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,3,5,0,10,1,1807,6,12,20,8
0,1,,0,0,1,Played defense because it broke,2024mrcmp,WL,WL,32,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,5,0,484,0,5,8,3
0,3,,0,0,1,,2024mrcmp,CJ,CJ,33,1,1,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,2,5,0,15,0,3314,4,17,32,15
0,4,,0,0,0,,2024mrcmp,Sb,SB,33,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,7,7,0,20,0,293,14,22,36,14
0,1,,1,0,0,,2024mrcmp,AO,AO,33,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,5,0,4285,0,5,5,0
0,1,,0,0,0,Missed a shot at the end and slow cycle times.,2024mrcmp,RA,RA,33,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,3,6,0,5,0,2722,6,7,16,9
0,4,,1,0,0,Hit by another bot,2024mrcmp,SG,SG,33,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,2,4,0,20,0,7414,4,22,28,6
0,1,,1,0,0,Had connection issues and kept turning off and on,2024mrcmp,VC,VC,33,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,5,1,9015,0,5,5,0
0,3,,1,0,0,Disabled after note jammed in intake,2024mrcmp,CJ,CJ,34,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,3,5,0,15,0,2590,6,17,25,8
0,4,,0,0,1,started to miss amp shots after the first shot. Can shoot windbreaker from distance. Attempted to buddy climb but the other bot failed. Very quick rotation and reliable distance shooting.,2024mrcmp,RA,RA,34,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,5,8,0,20,0,2607,10,22,38,16
0,1,,0,0,0,,2024mrcmp,AV,AV,34,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,4,2,6,0,5,0,9094,4,7,15,8
0,1,,0,0,0,,2024mrcmp,LB,LB,34,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,0,0,0,5,1,5181,0,7,7,0
0,3,,0,0,0,,2024mrcmp,SJ,SJ,34,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,6,6,0,15,0,219,12,17,29,12
0,2,,0,0,1,,2024mrcmp,,,35,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,3,2,5,0,10,0,222,4,10,20,10
0,4,,0,0,0,,2024mrcmp,SJ,SJ,35,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,4,3,7,0,20,0,1168,6,22,32,10
0,4,,1,0,0,Disconnected after a small bump,2024mrcmp,Cc,CC,35,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,5,5,0,20,0,5401,10,20,30,10
0,2,,0,1,1,,2024mrcmp,LB,LB,35,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,10,1,714,0,10,13,3
0,3,,0,0,1,,2024mrcmp,AV,AV,35,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,4,3,7,0,15,0,341,6,17,30,13
0,2,,0,0,0,The bot is fast and the driver is good. They have consistent scoring. The shooter is slow to get into position and they lose valuable time setting up for scoring.,2024mrcmp,RA,RA,35,0,1,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,4,6,0,10,0,1676,8,12,27,15
0,0,,0,1,1,Did not see the auto,2024mrcmp,TB,TB,35,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,3,4,7,0,0,0,4361,8,0,14,14
0,1,,1,0,0,"2x tech fouls blocking stage, got hit and stopped moving under stage",2024mrcmp,CJ,CJ,35,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,3,3,0,5,0,555,6,7,13,6
0,1,,1,0,0,Collided with another robot in auto and stopped for half the match,2024mrcmp,TB,TB,36,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,0,1,0,5,0,1257,0,7,8,1
0,1,,0,0,0,Insufficient time for climbing,2024mrcmp,SJ,SJ,36,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,4,5,9,0,5,0,2495,10,7,21,14
0,1,,0,0,1,Attempted buddy climb did not have enough time.,2024mrcmp,AV,AV,36,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,3,3,0,5,0,7045,6,7,16,9
0,2,,0,0,0,Solid shooting but missed an amp shot in the beginning. Good rotation speed.,2024mrcmp,RA,RA,36,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,7,8,0,10,0,6921,14,12,27,15
0,2,,0,0,1,"Note jammed at 40 seconds, started playing defense",2024mrcmp,CJ,CJ,36,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,1,4,5,0,10,1,3637,8,10,22,12
1,0,,0,0,0,,2024mrcmp,LB,LB,36,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,5,0,5,2,0,0,6226,0,4,9,5
0,1,,0,0,0,,2024mrcmp,SF,SF,37,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,3,2,5,0,5,0,5992,4,5,12,7
0,4,,0,0,0,Spent last 30 seconds dead,2024mrcmp,TB,TB,37,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,5,5,0,20,0,5401,10,20,30,10
0,1,,0,0,0,"Only missed one shot in speaker , decent at maneuvering around defense",2024mrcmp,SM,SM,37,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,7,7,0,5,0,4573,14,7,21,14
0,4,,0,0,0,Failed climb and was heavily defended,2024mrcmp,VC,VC,37,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,4,7,0,20,1,316,8,22,33,11
0,0,,0,0,0,Missed the center line grab but went for it. Played very good defence in the begging. Missed an amp shot. Went for the buddy climb but then other bot took to long.,2024mrcmp,RA,RA,37,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,2,2,0,0,0,5438,4,2,6,4
1,0,,0,0,1,,2024mrcmp,TB,TB,38,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,4,6,2,0,0,222,8,4,17,13
0,1,,0,0,0,Got stolen from on the centerline during auto. Missed several speaker shots.,2024mrcmp,RA,RA,38,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,3,3,0,5,0,834,6,7,13,6
0,2,,0,0,1,"Missed 3 speaker shots, struggled to pick up notes by source for two of the notes they picked up",2024mrcmp,SM,SM,38,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,3,2,5,0,10,0,1403,4,10,20,10
0,0,,0,0,1,,2024mrcmp,SF,SF,38,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,5,8,0,0,0,5895,10,2,18,16
0,3,,0,0,0,,2024mrcmp,,,38,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,1,4,5,0,15,0,103,8,15,24,9
0,1,,0,0,1,Played defense and missed all shots in trap and speaker,2024mrcmp,VC,VC,38,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,5,0,9027,0,5,8,3
0,3,,0,0,1,Note got stuck in bot in last 45 seconds,2024mrcmp,VC,VC,39,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,4,4,0,15,1,223,8,17,28,11
0,1,,0,0,0,"Attempted to climb didn't make it off ground, attempted to pick note up from center line from teleop but slightly off",2024mrcmp,SM,SM,39,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,2,5,7,0,5,0,5684,10,7,19,12
0,2,,1,0,0,,2024mrcmp,SF,SF,39,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,0,0,0,10,0,427,0,12,12,0
0,3,,0,0,0,Almost a 4 piece auto. Looked like they might be able too trap but ran out of time. Very slow rotation speed across the field. Tried to defend sort of?,2024mrcmp,RA,RA,39,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,4,4,0,15,0,1218,8,17,25,8
0,1,,0,0,1,,2024mrcmp,TB,TB,39,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,3,2,5,0,5,0,3142,4,5,15,10
0,2,,0,1,1,,2024mrcmp,Cc,CC,39,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,6,6,0,10,1,1391,12,10,25,15
0,1,,0,0,1,,2024mrcmp,TB,TB,40,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,4,2,6,0,5,0,1089,4,5,16,11
0,2,,0,0,0,"Messed up buddy climb
Most likely sorred one more piece
Loved all of tele pretty much",2024mrcmp,Sb,SB,40,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,1,1,0,10,1,75,2,12,14,2
0,0,,0,0,1,,2024mrcmp,SF,SF,40,0,1,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,2,1,3,0,0,0,272,2,0,12,12
0,1,,0,0,0,"Played defense in the beginning, attempted climb but didn't make it up in time",2024mrcmp,SM,SM,40,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,3,3,0,5,0,321,6,5,11,6
0,4,,0,0,0,Missed center line grab for 5 piece auto. Missed speaker shots and struggled against defenders.,2024mrcmp,RA,RA,40,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,5,5,0,20,1,103,10,22,32,10
0,4,,0,0,1,Note got stuck in bot and played defence,2024mrcmp,VC,VC,40,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,0,1,0,20,0,4342,0,22,26,4
0,1,,0,0,0,,2024mrcmp,TB,TB,41,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,4,1,5,0,5,0,8513,2,7,13,6
0,1,,1,0,0,!looks like they can not amp.,2024mrcmp,RA,RA,41,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,2,2,0,5,0,1279,4,7,11,4
0,0,,0,0,0,"Lobbed most of early match
Made every shot this match they attempted
1807stoped them from potentially making a last second climb
Seemed to almost tip a bit when contacted",2024mrcmp,Sb,SB,41,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,0,0,4285,0,0,0,0
0,0,,0,0,0,Drew an endgame penalty,2024mrcmp,SG,SG,41,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,6,7,0,0,1,1807,12,2,15,13
0,2,,0,0,0,,2024mrcmp,MI,MI,41,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,5,1,6,0,10,0,365,2,12,19,7
0,1,,0,0,0,,2024mrcmp,ME,ME,41,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,0,0,0,5,0,219,0,7,7,0
0,1,,0,0,0,,2024mrcmp,MI,MI,42,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,4,4,0,5,0,56,8,7,15,8
0,0,,0,0,1,Might be able to get a two piece amp auto with some tuning. Might be able to trap but the climber broke. The broken climber still got the bot off the ground.,2024mrcmp,RA,RA,42,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,7,0,7,0,0,1,11,0,2,12,10
0,4,,0,0,0,Attempted buddy climb but didn't make it off the ground,2024mrcmp,SG,SG,42,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,5,3,8,0,20,0,2607,6,22,33,11
0,2,,0,1,1,,2024mrcmp,TB,TB,42,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,8,8,0,10,1,1676,16,12,31,19
0,0,,0,0,0,,2024mrcmp,ME,ME,42,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,0,0,1811,0,0,0,0
0,0,,0,0,0,"Didn't run auto
Dropped one note off not lobbying
May have scored one note early on I missed
Switched to defense, played some good defense at times",2024mrcmp,Sb,SB,42,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,0,0,0,0,0,0,0,555,0,0,0,0
0,0,,0,0,1,"Auto set them up to pick up a note from the c line after auto
shooter went in reverse multiple times when trying to score in speaker spitting out the note",2024mrcmp,Sb,SB,43,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,2,5,0,0,0,2495,4,2,12,10
0,3,,0,0,0,,2024mrcmp,SG,SG,43,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,5,4,9,0,15,0,1640,8,17,30,13
0,0,,0,0,1,,2024mrcmp,TB,TB,43,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,4,4,0,0,1,2590,8,2,13,11
0,1,,1,0,0,Seemed to have trouble controlling before breaking down briefly. Once they came back movement seemed to improve. Missed several speaker shots.,2024mrcmp,RA,RA,43,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,2,3,0,5,0,293,4,7,12,5
0,1,,0,0,0,,2024mrcmp,MI,MI,43,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,5,8,0,5,0,341,10,7,20,13
0,1,,0,0,1,,2024mrcmp,ME,ME,43,1,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,0,5,5,0,5,1,2720,10,7,20,13
0,3,,0,0,1,,2024mrcmp,MI,MI,44,0,1,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,3,1,4,0,15,1,3314,2,17,30,13
0,2,,0,0,0,"Missed climb, review auto data Match 44 7110",2024mrcmp,SG,SG,44,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,5,6,0,10,0,7110,10,12,23,11
0,0,,0,0,0,,2024mrcmp,ME,ME,44,0,0,Crescendo_FIRST_Mid-Atlantic_District_Championship_2024_raw_export.csv,1,1,3,4,0,0,0,714,6,2,9,7
