matchNumber,alliance,scouterInitials,selectTeam,startPoses0,startPoses1,startPoses2,startPoses3,startPoses4,startPoses5,autoCoralPlaceL1Count,autoCoralPlaceL2Count,autoCoralPlaceL3Count,autoCoralPlaceL4Count,autoCoralPlaceDropMissCount,autoCoralPickPreloadCount,autoCoralPickStationCount,autoCoralPickMark1Count,autoCoralPickMark2Count,autoCoralPickMark3Count,autoAlgaePlaceNetShot,autoAlgaePlaceProcessor,autoAlgaePlaceDropMiss,autoAlgaePickReefCount,autoAlgaePickMark1Count,autoAlgaePickMark2Count,autoAlgaePickMark3Count,autoPassedStartLine,teleopCoralPlaceL1Count,teleopCoralPlaceL2Count,teleopCoralPlaceL3Count,teleopCoralPlaceL4Count,teleopCoralPlaceDropMissCount,teleopCoralPickStationCount,teleopCoralPickCarpetCount,teleopAlgaePlaceNetShot,teleopAlgaePlaceProcessor,teleopAlgaePlaceDropMiss,teleopAlgaePickReefCount,teleopAlgaePickCarpetCount,shallowClimbAttempted,deepClimbAttempted,parkAttempted,climbFailed,playedDefense,brokeDown,comment
29,blueAlliance,MTAT,9015,false,false,false,false,true,false,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,true,3,2,2,5,3,15,0,0,0,0,0,0,false,false,false,false,false,false,
30,blueAlliance,MTAT,1640,false,false,false,false,true,false,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,true,0,2,3,2,1,8,0,0,1,0,1,0,false,false,true,false,false,false,climbed at 23 seconds but still didnt make it
31,blueAlliance,MTAT,3314,true,false,false,false,false,false,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,true,0,0,2,1,0,3,0,4,0,0,4,0,false,true,false,false,false,false,their swerve might be brocken because they were jittering (it wasnt the battery dance)- Soumil dusara
32,blueAlliance,MTAT,75,false,false,false,true,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,1,0,0,5,2,8,0,0,0,0,0,0,false,true,false,false,false,false,
33,blueAlliance,MTAT,4342,false,false,false,false,true,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,2,1,3,0,6,0,0,0,0,0,0,false,true,false,false,false,false,Their deep climb is so high up 😍
34,blueAlliance,MTAT,5992,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,2,6,8,0,0,0,0,0,0,false,false,true,false,false,false,THEY KEEP MISSING☠
1,blueAlliance,DP,5181,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,4,1,1,0,6,0,3,0,0,3,0,false,false,false,false,false,false,very goodpreformance very versitile
2,blueAlliance,DP,272,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,1,2,2,5,0,2,2,1,5,0,false,true,false,false,false,false,has accuracy issues but other than that good preformance
3,blueAlliance,DP,6808,true,false,false,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,1,4,2,7,0,0,0,0,0,0,false,false,true,false,false,false,very slow cycleing of level 4
4,blueAlliance,DP,321,false,true,false,false,false,false,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,true,2,0,0,0,6,8,0,0,0,0,0,0,false,true,false,false,false,false,massive accuracy issues and i assume something went wrong with the robot as they stoped scoreing high and started shooting into level 1 even though they didnt have a mechanism for it
5,blueAlliance,DP,7414,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,3,4,0,0,7,0,0,0,0,0,0,false,false,false,false,false,false,Issues with elevator and also had defence played against it but did well otherwise
6,blueAlliance,DP,4342,false,false,false,true,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,6,0,0,6,false,true,false,false,false,false,Something went wrong with the end effector so they went to cycleing algae and did pretty well
7,blueAlliance,DP,1712,false,true,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,5,0,3,2,false,false,true,false,false,false,cycled algae the whole time like they should
8,blueAlliance,DP,1807,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,3,8,2,13,0,0,0,0,0,0,false,true,false,false,false,false,all around good preformance
9,blueAlliance,DP,8513,false,true,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,3,3,5,2,13,0,0,0,0,0,0,false,true,false,false,false,false,did very well
10,blueAlliance,DP,1218,false,true,false,false,false,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,2,2,3,3,1,11,0,0,0,0,0,0,false,true,false,false,false,false,Very good performance went for all 4 layers for the bonus
11,blueAlliance,DP,7045,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,true,false,something happened with eh robot that forced them to play defense and bang themselves around a bit
12,blueAlliance,DP,2607,true,false,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,5,4,6,3,0,18,0,0,0,0,0,0,false,true,false,false,false,false,extremely good performance
13,blueAlliance,DP,6808,false,false,true,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,1,6,0,7,0,0,0,0,0,0,false,false,false,false,false,false,"slow cycle time but consistent, didn't attempt climb"
14,blueAlliance,DP,9416,false,false,false,false,true,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,5,0,0,5,false,false,true,false,false,false,slow cycle algae processing other than that janky movements and failing to aim
15,blueAlliance,DP,10143,false,false,true,false,false,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,5,0,0,0,5,10,0,0,0,0,0,0,false,false,true,false,false,false,"kitbot, can only score level 1 and has a tank drive"
16,blueAlliance,DP,365,false,false,false,true,false,false,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,true,1,2,4,4,4,15,0,0,0,0,0,0,false,true,false,false,false,false,most of their misses came from attempting level 1 for the bonus but overall did very well otherwise
17,blueAlliance,DP,5684,false,true,false,false,false,false,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,true,3,0,0,0,0,3,0,0,0,0,0,0,false,true,false,false,false,false,kitbot things but very consistent at the exspence of speedy cycling but also it has a deep climb
18,blueAlliance,DP,1391,false,false,false,true,false,false,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,true,0,0,4,2,2,8,0,0,0,0,0,0,false,true,false,false,false,false,had a slow cycle time due to takeing a long time to find a open spot on the reef and also some difficulty aiming but otherwise solid preformance
19,blueAlliance,DP,321,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,1,3,0,0,4,8,0,0,0,0,0,0,false,true,false,false,false,false,extreme accuracy issues when it comes to coral
20,blueAlliance,DP,4361,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,1,1,2,2,2,8,0,0,0,0,0,0,false,true,false,false,false,false,Slow and somewhat consistent robot
21,blueAlliance,DP,2539,false,false,false,true,false,false,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,true,0,4,7,3,0,14,0,0,0,0,0,0,false,true,false,false,false,false,all around terrific preformance
22,blueAlliance,DP,1676,false,false,false,true,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,1,8,1,10,0,0,0,0,0,0,false,true,false,false,false,false,Very solid level 4 bot with few mistakes
23,blueAlliance,DP,1923,false,false,false,false,true,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,0,3,4,3,4,14,0,0,0,0,0,0,false,false,false,false,false,false,
24,blueAlliance,DP,10157,false,false,true,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,true,false,L 1 robot that played defence after scoring a single
25,blueAlliance,DP,8513,false,false,false,true,false,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,4,2,7,1,1,15,0,0,0,0,0,0,false,true,false,false,false,false,Very good performance placed in all levels for the bonus point
26,blueAlliance,DP,708,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,1,3,2,0,1,7,0,0,0,0,0,0,false,false,true,true,false,false,removed all the algae but didn't score it and then scored a couple shots in each level in a attempt for the bonus ranking point and then failed to climb
27,blueAlliance,DP,9094,true,false,false,false,false,false,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,3,5,2,10,0,0,0,0,0,0,false,true,false,false,false,false,Very fast L 4 cycling and filled up L 4 and that focused on L 3 
28,blueAlliance,DP,1811,false,false,false,false,true,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,9,0,3,12,0,0,0,0,0,0,false,false,false,false,false,false,Very consistent but slow and also has difficulty intakeing coral
29,blueAlliance,DP,103,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,true,0,0,0,0,0,0,0,11,0,0,6,5,false,true,false,false,false,false,Only scored barge algae shots and was very effective in it
30,blueAlliance,DP,3142,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,3,4,2,0,9,0,0,0,0,0,0,false,true,false,false,false,false,very consistent scoring but not the fastest cycler
31,blueAlliance,DP,4373,false,false,false,false,true,false,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,true,1,2,3,2,3,11,0,0,0,0,0,0,false,false,false,false,false,false,cycled coral to just about all levels
32,blueAlliance,DP,316,false,true,false,false,false,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,0,0,0,4,1,5,0,6,0,0,4,2,false,false,false,false,false,false,did very well didn't attempt climb tho
33,blueAlliance,DP,5401,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,5,4,0,9,0,false,true,false,false,false,false,Scored algae the entire match very well no misses whatsoever
34,blueAlliance,DP,8513,false,true,false,false,false,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,0,2,5,2,1,10,0,0,0,0,0,0,false,false,true,true,false,false,cycled slower than previous matches and had issues with autoalign
2,redAlliance,HM,1923,true,false,false,false,false,false,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,true,1,1,1,3,1,7,0,1,1,0,1,1,false,false,false,false,false,false,
3,redAlliance,HM,1168,false,true,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,0,8,0,8,0,0,0,0,0,0,true,false,false,false,false,false,
4,redAlliance,HM,2495,false,false,false,false,true,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,1,2,0,5,8,0,0,0,0,0,0,false,false,true,false,false,false,
5,redAlliance,HM,3314,false,true,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,4,3,1,8,0,3,0,0,2,1,false,true,false,false,false,false,
6,redAlliance,HM,341,false,true,false,false,false,false,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,false,1,2,3,3,0,9,0,2,0,0,2,0,false,true,false,false,false,false,fast
7,redAlliance,HM,4653,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,2,0,2,0,3,1,0,4,0,false,true,false,false,false,false,
8,redAlliance,HM,708,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,4,0,4,0,0,0,0,0,0,false,false,true,false,false,false,
9,redAlliance,HM,222,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,2,3,0,5,0,0,1,0,1,0,false,false,true,true,false,false,
10,redAlliance,HM,9015,false,true,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,1,0,1,0,0,0,0,0,0,false,false,false,false,false,false,
11,redAlliance,HM,1257,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,3,0,0,0,3,0,0,0,0,0,0,false,false,true,false,false,false,
12,redAlliance,HM,3314,true,false,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,4,4,0,8,0,5,0,0,5,0,false,true,false,false,false,false,
13,redAlliance,HM,5181,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,4,4,3,0,11,0,2,0,0,2,0,false,false,true,false,false,false,
14,redAlliance,HM,11,false,false,false,false,true,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,1,2,5,0,8,0,0,0,0,0,0,false,true,false,false,false,false,
15,redAlliance,HM,3142,true,false,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,1,1,2,0,4,0,0,0,0,0,0,false,true,false,false,false,false,
16,redAlliance,HM,1807,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,5,0,5,0,0,0,0,0,0,false,true,false,false,false,false,
18,redAlliance,VA,2590,true,false,false,false,false,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,0,4,4,3,1,12,0,0,0,3,3,0,false,true,false,false,false,false,3 note auto and good climb
19,redAlliance,VA,103,false,false,true,false,false,false,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,true,0,0,0,0,0,0,0,11,0,0,5,6,false,true,false,false,false,false,
20,redAlliance,VA,7414,true,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,4,1,0,1,5,1,0,0,3,3,0,false,false,true,false,false,false,
21,redAlliance,HM,4653,false,false,false,true,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,3,0,3,0,0,0,0,0,0,false,false,true,false,false,false,
22,redAlliance,HM,2458,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,false,
23,redAlliance,HM,1807,false,false,false,true,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,1,1,3,0,5,0,0,0,0,0,0,false,false,true,false,false,false,
24,redAlliance,HM,2495,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,1,3,0,4,0,0,0,0,0,0,false,true,false,false,false,false,
25,redAlliance,HM,484,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,1,2,3,0,6,0,0,0,0,0,0,false,true,false,false,false,false,
26,redAlliance,HM,56,true,false,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,1,2,3,0,6,0,0,0,0,0,0,false,true,false,false,false,false,
27,redAlliance,HM,102,false,false,false,true,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,1,3,4,0,8,0,0,0,0,0,0,false,false,true,false,false,false,
28,redAlliance,HM,293,true,false,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,1,3,0,4,0,0,0,0,0,0,false,false,true,false,false,false,
29,redAlliance,HM,5684,false,true,false,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,4,0,0,0,6,10,0,0,0,0,0,0,false,false,true,false,false,false,
30,redAlliance,HM,555,false,false,false,true,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,1,4,3,0,8,0,0,0,0,0,0,false,false,true,false,false,false,
31,redAlliance,HM,2590,false,true,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,1,3,0,4,0,0,0,0,0,0,false,false,true,false,false,false,
32,redAlliance,HM,10143,false,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,6,0,0,0,0,6,0,0,0,0,0,0,false,false,true,false,false,false,
33,redAlliance,HM,7045,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,3,2,0,5,0,0,0,0,0,0,false,false,true,false,false,false,
34,redAlliance,HM,2607,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,1,1,2,0,4,0,0,0,0,0,0,false,false,true,false,false,false,
